epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
389,10387.2,0.50536,1.0397,0.36486,0.90875,0.98573,0.98491,0.99346,0.90428,0.9839,0.98306,0.99336,0.77986,0.46149,0.98547,0.28925,0.83973,0.0023176,0.0023176,0.0023176
390,10413.9,0.51052,1.03571,0.3621,0.90903,0.98575,0.98417,0.99342,0.90305,0.98391,0.98231,0.99332,0.78104,0.46181,0.98553,0.29026,0.84004,0.0022978,0.0022978,0.0022978
391,10440.7,0.50901,1.01641,0.37122,0.90771,0.98583,0.98417,0.99338,0.90132,0.98399,0.98231,0.99324,0.77964,0.46141,0.98548,0.28985,0.83988,0.002278,0.002278,0.002278
392,10467.1,0.52869,1.07328,0.37409,0.92153,0.98584,0.9842,0.99343,0.90425,0.98393,0.98241,0.9933,0.77859,0.46095,0.986,0.2891,0.83971,0.0022582,0.0022582,0.0022582
393,10493.9,0.51816,1.03666,0.37719,0.91629,0.98583,0.98477,0.9934,0.90398,0.98439,0.98256,0.99284,0.77898,0.46128,0.9862,0.28886,0.8399,0.0022384,0.0022384,0.0022384
394,10520.6,0.51749,1.1134,0.40009,0.92121,0.98574,0.98477,0.99343,0.90624,0.98427,0.98256,0.99288,0.77873,0.46095,0.98657,0.28918,0.83989,0.0022186,0.0022186,0.0022186
395,10547.4,0.50953,1.04406,0.36599,0.91165,0.98703,0.98591,0.99352,0.90459,0.98425,0.9825,0.99238,0.78013,0.46067,0.98647,0.28932,0.83961,0.0021988,0.0021988,0.0021988
396,10573.8,0.50297,1.02397,0.36444,0.91123,0.98704,0.98635,0.99358,0.90327,0.98425,0.98292,0.99245,0.77928,0.45987,0.98619,0.28842,0.83945,0.002179,0.002179,0.002179
397,10600.6,0.49223,0.99809,0.35441,0.9042,0.9857,0.98535,0.99338,0.90318,0.98424,0.983,0.99233,0.77945,0.4597,0.9863,0.28782,0.83946,0.0021592,0.0021592,0.0021592
398,10627.3,0.51242,1.03364,0.36495,0.91125,0.98582,0.98527,0.99349,0.90154,0.9843,0.98295,0.99237,0.77922,0.46014,0.98635,0.28891,0.83969,0.0021394,0.0021394,0.0021394
399,10654.3,0.49902,1.02031,0.36099,0.90315,0.9855,0.98552,0.99335,0.9024,0.98395,0.98325,0.9922,0.77844,0.45974,0.98653,0.2891,0.83971,0.0021196,0.0021196,0.0021196
400,10680.9,0.49184,1.01767,0.3527,0.90276,0.9856,0.98559,0.99347,0.90312,0.98426,0.98305,0.99238,0.77864,0.45947,0.98681,0.2903,0.83947,0.0020998,0.0020998,0.0020998
401,10707.7,0.49886,1.02999,0.35506,0.90294,0.98306,0.98485,0.99348,0.90398,0.98421,0.98187,0.99234,0.7791,0.45851,0.98639,0.29006,0.83907,0.00208,0.00208,0.00208
402,10735.8,0.49439,1.00865,0.35439,0.90628,0.98315,0.98468,0.99348,0.90465,0.98323,0.98198,0.9923,0.78051,0.45801,0.98697,0.28889,0.83899,0.0020602,0.0020602,0.0020602
403,10762.3,0.49477,1.01446,0.36194,0.90611,0.98351,0.98421,0.99353,0.90396,0.98382,0.98151,0.99237,0.78036,0.45796,0.9865,0.28876,0.83921,0.0020404,0.0020404,0.0020404
404,10789,0.49612,1.00756,0.35729,0.90363,0.98352,0.98384,0.99358,0.90323,0.98452,0.98142,0.99302,0.78073,0.45721,0.98574,0.28814,0.83892,0.0020206,0.0020206,0.0020206
405,10815.6,0.49092,1.0099,0.35759,0.90492,0.9834,0.98404,0.99361,0.9034,0.9816,0.98218,0.9934,0.78134,0.45694,0.98599,0.28799,0.83889,0.0020008,0.0020008,0.0020008
406,10842.4,0.50372,1.02483,0.36428,0.909,0.98348,0.98399,0.99362,0.90316,0.98168,0.98214,0.99342,0.78158,0.45705,0.9858,0.28828,0.83865,0.001981,0.001981,0.001981
407,10868.8,0.49492,1.03849,0.36574,0.90528,0.9832,0.98545,0.99363,0.9047,0.98142,0.9836,0.99345,0.78212,0.45706,0.98531,0.28805,0.83851,0.0019612,0.0019612,0.0019612
408,10895.6,0.49257,0.99093,0.35235,0.90426,0.98343,0.98483,0.99361,0.90351,0.98164,0.98297,0.99343,0.7815,0.45694,0.98533,0.28745,0.8387,0.0019414,0.0019414,0.0019414
409,10922.7,0.49763,1.01094,0.36501,0.90548,0.98421,0.98489,0.99371,0.90461,0.98242,0.98304,0.99352,0.78001,0.45753,0.98526,0.28756,0.8387,0.0019216,0.0019216,0.0019216
410,10950.2,0.48165,0.98395,0.36356,0.89221,0.98421,0.98502,0.99374,0.90501,0.98242,0.98317,0.99355,0.78128,0.45715,0.98492,0.28707,0.83892,0.0019018,0.0019018,0.0019018
411,10976.8,0.48531,1.00497,0.35193,0.90312,0.98426,0.9845,0.99374,0.9036,0.98246,0.9828,0.99355,0.78041,0.45704,0.9852,0.28769,0.83885,0.001882,0.001882,0.001882
412,11003.5,0.48795,1.00457,0.35281,0.90394,0.9843,0.98347,0.99375,0.90266,0.9825,0.98162,0.99355,0.78094,0.45612,0.98444,0.28752,0.83827,0.0018622,0.0018622,0.0018622
413,11030.2,0.49847,1.00332,0.35872,0.90859,0.98527,0.98355,0.99293,0.90385,0.98343,0.98169,0.99273,0.77956,0.45606,0.98382,0.28769,0.8384,0.0018424,0.0018424,0.0018424
414,11056.6,0.49885,1.06434,0.35682,0.91108,0.98396,0.98355,0.99299,0.90301,0.98184,0.98173,0.99279,0.77992,0.45626,0.98371,0.2879,0.83835,0.0018226,0.0018226,0.0018226
415,11083.4,0.4955,1.00712,0.35182,0.90577,0.98477,0.98353,0.99306,0.90335,0.98294,0.98168,0.99287,0.78036,0.45599,0.98277,0.28846,0.83833,0.0018028,0.0018028,0.0018028
416,11110.1,0.48633,0.99028,0.35133,0.9,0.98525,0.98409,0.99312,0.90224,0.98342,0.98224,0.99293,0.77983,0.45639,0.98284,0.28849,0.83846,0.001783,0.001783,0.001783
417,11136.9,0.48904,1.00569,0.34747,0.90525,0.98527,0.98424,0.9932,0.90329,0.98344,0.98264,0.99301,0.78033,0.45717,0.98298,0.28756,0.83849,0.0017632,0.0017632,0.0017632
418,11163.6,0.481,0.98799,0.34697,0.90081,0.98525,0.98349,0.99322,0.90344,0.9849,0.98094,0.99271,0.77958,0.45678,0.98322,0.2877,0.83831,0.0017434,0.0017434,0.0017434
419,11190.4,0.48976,0.99609,0.3514,0.89854,0.98564,0.98335,0.99326,0.90246,0.98544,0.98086,0.99277,0.77957,0.45689,0.98314,0.28715,0.83829,0.0017236,0.0017236,0.0017236
420,11217.2,0.48684,0.99976,0.34999,0.9027,0.98526,0.9838,0.99337,0.90307,0.98579,0.98082,0.99285,0.78056,0.45725,0.98284,0.28671,0.83843,0.0017038,0.0017038,0.0017038
421,11243.5,0.48937,0.99215,0.3477,0.90281,0.98559,0.98319,0.99346,0.90309,0.98566,0.98074,0.99296,0.78128,0.45743,0.98229,0.28654,0.83821,0.001684,0.001684,0.001684
422,11270.5,0.48131,0.98955,0.34477,0.89947,0.98544,0.9831,0.99344,0.90326,0.98576,0.98066,0.99298,0.78132,0.45737,0.98231,0.28629,0.83831,0.0016642,0.0016642,0.0016642
423,11297.2,0.49427,0.9903,0.3515,0.90365,0.98545,0.98304,0.99352,0.90354,0.9856,0.98064,0.99305,0.78042,0.45677,0.98143,0.28694,0.83812,0.0016444,0.0016444,0.0016444
424,11324.2,0.49159,1.00151,0.35227,0.89983,0.98582,0.98304,0.99353,0.9029,0.9854,0.98069,0.99306,0.78107,0.45762,0.98095,0.28736,0.83852,0.0016246,0.0016246,0.0016246
425,11351,0.48803,1.00947,0.3586,0.90115,0.98528,0.98516,0.99358,0.90356,0.98346,0.9833,0.99342,0.78055,0.45704,0.97973,0.28744,0.83815,0.0016048,0.0016048,0.0016048
426,11377.8,0.48322,0.97911,0.34655,0.89682,0.98529,0.98557,0.99356,0.90384,0.98348,0.98371,0.99337,0.78128,0.45745,0.98056,0.28654,0.83849,0.001585,0.001585,0.001585
427,11404.5,0.47383,0.98779,0.34371,0.89429,0.9853,0.98565,0.99362,0.90436,0.98348,0.98403,0.99343,0.78132,0.45731,0.9805,0.28569,0.83832,0.0015652,0.0015652,0.0015652
428,11430.9,0.48089,0.99236,0.34601,0.89801,0.98596,0.9832,0.99357,0.90446,0.98412,0.98134,0.99339,0.78128,0.4573,0.98078,0.28532,0.83804,0.0015454,0.0015454,0.0015454
429,11457.6,0.47513,0.97952,0.33955,0.89795,0.98531,0.9853,0.99367,0.90453,0.98371,0.98109,0.99325,0.78179,0.45686,0.98002,0.28521,0.83775,0.0015256,0.0015256,0.0015256
430,11484.4,0.48375,0.99645,0.34632,0.8994,0.98456,0.98621,0.99373,0.90553,0.98335,0.98117,0.99332,0.78269,0.45643,0.97912,0.28553,0.8376,0.0015058,0.0015058,0.0015058
431,11511.3,0.47553,0.98049,0.36172,0.89518,0.98425,0.98625,0.99381,0.90545,0.98318,0.98116,0.99338,0.78264,0.45647,0.97897,0.28504,0.83755,0.001486,0.001486,0.001486
432,11537.6,0.4813,0.99008,0.34608,0.90193,0.98416,0.98627,0.99384,0.90464,0.98284,0.98121,0.99322,0.78216,0.45664,0.97882,0.28459,0.83771,0.0014662,0.0014662,0.0014662
433,11564.4,0.47997,1.00235,0.34293,0.89984,0.98511,0.98722,0.9939,0.90477,0.98263,0.98433,0.99296,0.78234,0.45651,0.97828,0.2846,0.8376,0.0014464,0.0014464,0.0014464
434,11591.1,0.47683,0.98598,0.34554,0.89844,0.98512,0.98722,0.99387,0.90492,0.98254,0.98433,0.99294,0.78256,0.45681,0.97872,0.28411,0.83756,0.0014266,0.0014266,0.0014266
435,11618.1,0.47799,1.01484,0.35884,0.90159,0.98515,0.98723,0.9939,0.90502,0.98246,0.98434,0.99299,0.78262,0.45696,0.97877,0.28382,0.83762,0.0014068,0.0014068,0.0014068
436,11644.9,0.47194,0.9797,0.34006,0.89462,0.98595,0.9862,0.99425,0.90485,0.98838,0.98175,0.99337,0.78224,0.45673,0.97879,0.28408,0.83756,0.001387,0.001387,0.001387
437,11671.6,0.4878,1.01875,0.37121,0.92057,0.98598,0.98618,0.99428,0.90571,0.98722,0.98089,0.99336,0.78277,0.4565,0.97899,0.28305,0.83757,0.0013672,0.0013672,0.0013672
438,11698.4,0.48777,0.97816,0.35107,0.90932,0.98593,0.9862,0.99426,0.90599,0.98552,0.98104,0.99338,0.78239,0.45646,0.97878,0.28286,0.83767,0.0013474,0.0013474,0.0013474
439,11724.7,0.48724,0.98816,0.34928,0.89938,0.98596,0.98629,0.99432,0.90545,0.9879,0.98087,0.99341,0.78295,0.45651,0.97877,0.28314,0.83784,0.0013276,0.0013276,0.0013276
440,11751.5,0.47462,0.97681,0.33997,0.90048,0.98599,0.98625,0.99432,0.90669,0.98783,0.9809,0.99343,0.78366,0.45646,0.97892,0.28286,0.83799,0.0013078,0.0013078,0.0013078
441,11778.2,0.47612,0.97879,0.34625,0.89838,0.98611,0.98618,0.99432,0.90716,0.98783,0.98081,0.99344,0.78372,0.45716,0.97897,0.28265,0.83814,0.001288,0.001288,0.001288
442,11805.1,0.47174,0.97509,0.3367,0.8965,0.98595,0.98641,0.99436,0.90449,0.98851,0.98283,0.99377,0.7826,0.45653,0.97855,0.28327,0.83798,0.0012682,0.0012682,0.0012682
443,11831.5,0.47074,0.98062,0.33796,0.89947,0.98648,0.98661,0.9944,0.9057,0.98872,0.98096,0.99382,0.78371,0.4563,0.97818,0.28299,0.83783,0.0012484,0.0012484,0.0012484
444,11858.3,0.46223,0.95765,0.34108,0.88681,0.98491,0.98759,0.99439,0.90647,0.98809,0.98023,0.9938,0.78373,0.45585,0.97809,0.28303,0.83787,0.0012286,0.0012286,0.0012286
445,11884.9,0.47599,0.98279,0.35139,0.89996,0.98649,0.98662,0.99436,0.90674,0.98894,0.98,0.99398,0.78391,0.45591,0.97778,0.28333,0.83776,0.0012088,0.0012088,0.0012088
446,11911.3,0.47213,0.98102,0.34017,0.90302,0.9868,0.98708,0.99435,0.90674,0.98898,0.97997,0.99398,0.78445,0.45612,0.97759,0.28331,0.83781,0.001189,0.001189,0.001189
447,11938,0.47195,0.97852,0.34011,0.89599,0.98661,0.98657,0.99433,0.90685,0.99105,0.97972,0.99396,0.78385,0.45629,0.97752,0.2831,0.83796,0.0011692,0.0011692,0.0011692
448,11964.8,0.46927,0.9591,0.3377,0.89587,0.98662,0.98656,0.99435,0.90593,0.98867,0.97989,0.99427,0.78398,0.45587,0.97704,0.28354,0.83779,0.0011494,0.0011494,0.0011494
449,11991.7,0.47754,0.98718,0.36486,0.904,0.98783,0.98791,0.99445,0.90616,0.98887,0.9798,0.99428,0.78371,0.45594,0.97705,0.28239,0.83784,0.0011296,0.0011296,0.0011296
450,12018.2,0.46929,0.96627,0.33454,0.89457,0.98768,0.98799,0.99445,0.90524,0.98889,0.97966,0.99427,0.78332,0.45584,0.97685,0.28246,0.8378,0.0011098,0.0011098,0.0011098
451,12044.9,0.47583,0.98912,0.35247,0.90271,0.98766,0.98799,0.99447,0.90581,0.98951,0.97957,0.99432,0.78328,0.45559,0.97682,0.28273,0.83772,0.00109,0.00109,0.00109
452,12071.6,0.46851,0.95608,0.33577,0.8961,0.98761,0.98799,0.99448,0.90531,0.99011,0.97967,0.99435,0.78324,0.4561,0.97668,0.28208,0.838,0.0010702,0.0010702,0.0010702
453,12099,0.46172,0.95694,0.33367,0.89647,0.98759,0.98799,0.99448,0.90534,0.99043,0.97967,0.99437,0.78316,0.45635,0.9769,0.28207,0.83793,0.0010504,0.0010504,0.0010504
454,12125.6,0.45964,0.95518,0.3316,0.89242,0.98757,0.98799,0.99447,0.90503,0.99054,0.97957,0.99436,0.78341,0.45605,0.97686,0.28294,0.8377,0.0010306,0.0010306,0.0010306
455,12152.3,0.46885,0.97036,0.34018,0.89973,0.98919,0.98796,0.99447,0.90459,0.99155,0.97989,0.99436,0.78355,0.45655,0.97691,0.28236,0.83787,0.0010108,0.0010108,0.0010108
456,12178.9,0.46695,0.95883,0.3378,0.89927,0.98929,0.98793,0.99448,0.90425,0.99143,0.97969,0.99437,0.78281,0.45688,0.97718,0.28234,0.83804,0.000991,0.000991,0.000991
457,12205.3,0.4703,1.01791,0.34428,0.90291,0.98927,0.98669,0.99448,0.90508,0.99145,0.97996,0.99437,0.78386,0.45643,0.97702,0.28205,0.83788,0.0009712,0.0009712,0.0009712
458,12232.1,0.46217,0.96532,0.33231,0.89621,0.98931,0.98616,0.99448,0.90405,0.9915,0.97939,0.99437,0.78391,0.4563,0.97719,0.28238,0.83808,0.0009514,0.0009514,0.0009514
459,12259,0.46707,0.95963,0.33655,0.89413,0.98929,0.98618,0.99452,0.90478,0.9917,0.97925,0.9944,0.78401,0.45632,0.97706,0.28224,0.83813,0.0009316,0.0009316,0.0009316
460,12285.6,0.45605,0.95517,0.32887,0.89541,0.98932,0.98597,0.9945,0.90493,0.99158,0.97908,0.9944,0.78292,0.45661,0.97708,0.28134,0.83837,0.0009118,0.0009118,0.0009118
461,12312.4,0.45949,0.94628,0.33297,0.89134,0.98824,0.98367,0.99447,0.90434,0.99155,0.9785,0.99437,0.78267,0.45659,0.97721,0.28145,0.83832,0.000892,0.000892,0.000892
462,12339.1,0.45936,0.97473,0.33635,0.89665,0.98811,0.98367,0.99448,0.90516,0.99171,0.9785,0.99437,0.78349,0.45666,0.97742,0.28157,0.83843,0.0008722,0.0008722,0.0008722
463,12365.8,0.45609,0.95315,0.32737,0.89095,0.98806,0.98459,0.99448,0.90548,0.99197,0.9785,0.99438,0.7838,0.45591,0.97742,0.2817,0.83825,0.0008524,0.0008524,0.0008524
464,12392.6,0.46217,0.94676,0.33162,0.89895,0.98803,0.98556,0.99449,0.90564,0.99183,0.9785,0.99438,0.78371,0.45624,0.97781,0.28151,0.83833,0.0008326,0.0008326,0.0008326
465,12419.3,0.45153,0.94692,0.32592,0.89367,0.9881,0.98638,0.99449,0.90687,0.99175,0.9785,0.99438,0.78436,0.45598,0.97806,0.2821,0.83844,0.0008128,0.0008128,0.0008128
466,12446,0.45626,0.9423,0.32807,0.89267,0.98808,0.98685,0.99449,0.90567,0.9919,0.9785,0.99438,0.78387,0.45611,0.97835,0.28215,0.83821,0.000793,0.000793,0.000793
467,12474.1,0.46605,0.97848,0.36106,0.90445,0.98813,0.98659,0.99451,0.90602,0.99176,0.9785,0.99439,0.78391,0.45613,0.97831,0.28248,0.83812,0.0007732,0.0007732,0.0007732
468,12500.5,0.46632,0.96023,0.33471,0.89472,0.98805,0.98691,0.99453,0.90611,0.99159,0.9785,0.99441,0.78396,0.45554,0.97845,0.28246,0.83812,0.0007534,0.0007534,0.0007534
469,12527.2,0.45563,0.94894,0.32666,0.89204,0.98814,0.98611,0.99453,0.90506,0.99193,0.9785,0.99441,0.78364,0.45535,0.97869,0.28251,0.83802,0.0007336,0.0007336,0.0007336
470,12553.9,0.46748,0.98426,0.35109,0.89858,0.98818,0.98598,0.99453,0.90522,0.99187,0.9785,0.99441,0.783,0.45537,0.97873,0.28246,0.83787,0.0007138,0.0007138,0.0007138
471,12581.3,0.47892,0.98817,0.34681,0.91281,0.98818,0.98583,0.99453,0.90498,0.99213,0.9785,0.99441,0.78339,0.45504,0.97863,0.28224,0.83748,0.000694,0.000694,0.000694
472,12607.8,0.46499,0.97904,0.338,0.90297,0.98812,0.98651,0.99453,0.9045,0.99162,0.9785,0.99441,0.78206,0.45473,0.97897,0.28267,0.83741,0.0006742,0.0006742,0.0006742
473,12634.5,0.45245,0.96306,0.32653,0.89286,0.99127,0.98401,0.99455,0.90551,0.99318,0.9797,0.99444,0.78224,0.45435,0.97938,0.28265,0.8373,0.0006544,0.0006544,0.0006544
474,12661.2,0.45931,0.95679,0.32724,0.89339,0.99094,0.98409,0.99456,0.9048,0.99295,0.97968,0.99445,0.78217,0.45447,0.97961,0.28196,0.83742,0.0006346,0.0006346,0.0006346
475,12688.3,0.46334,0.94827,0.32546,0.89291,0.99093,0.98414,0.99458,0.90507,0.99294,0.97968,0.99447,0.78187,0.45442,0.98012,0.28317,0.8373,0.0006148,0.0006148,0.0006148
476,12714.9,0.44513,0.93448,0.32502,0.88862,0.99071,0.98424,0.99458,0.90549,0.99309,0.97966,0.99447,0.78239,0.45417,0.98017,0.28302,0.83728,0.000595,0.000595,0.000595
477,12741.6,0.44388,0.92515,0.32183,0.89069,0.9903,0.98446,0.99458,0.9055,0.99294,0.97967,0.99447,0.78225,0.45366,0.98023,0.28316,0.83737,0.0005752,0.0005752,0.0005752
478,12768.3,0.45231,0.94648,0.32267,0.8921,0.99028,0.98491,0.99458,0.90524,0.99307,0.97964,0.99447,0.7816,0.45368,0.98042,0.28338,0.83725,0.0005554,0.0005554,0.0005554
479,12795.4,0.45473,0.9541,0.32551,0.89146,0.99027,0.9854,0.99459,0.90596,0.99291,0.97962,0.99448,0.78198,0.45363,0.98049,0.28264,0.83723,0.0005356,0.0005356,0.0005356
480,12822.4,0.45295,0.93899,0.32419,0.89273,0.99026,0.98576,0.99458,0.90616,0.99254,0.97963,0.99447,0.78221,0.45396,0.98071,0.28231,0.83735,0.0005158,0.0005158,0.0005158
481,12849.2,0.44922,0.93171,0.37407,0.88134,0.99026,0.98604,0.99457,0.90591,0.99217,0.97962,0.99446,0.78201,0.45405,0.98091,0.28328,0.83736,0.000496,0.000496,0.000496
482,12876.1,0.45825,0.9477,0.33586,0.90632,0.99024,0.98641,0.99458,0.90633,0.9928,0.97969,0.99447,0.78219,0.45422,0.98166,0.28297,0.83753,0.0004762,0.0004762,0.0004762
483,12902.6,0.45416,0.93522,0.33405,0.89176,0.99023,0.98623,0.99458,0.90579,0.99242,0.97962,0.99447,0.78189,0.45423,0.98201,0.28266,0.83756,0.0004564,0.0004564,0.0004564
484,12929.3,0.45408,0.9552,0.32352,0.89222,0.99019,0.9863,0.99458,0.90623,0.99257,0.97983,0.99447,0.78253,0.45383,0.98198,0.28276,0.83757,0.0004366,0.0004366,0.0004366
485,12956,0.44901,0.93976,0.32898,0.88986,0.99022,0.98625,0.99458,0.90655,0.99257,0.97979,0.99447,0.78255,0.45343,0.98176,0.2826,0.83739,0.0004168,0.0004168,0.0004168
486,12982.6,0.4518,0.93766,0.32065,0.89252,0.99019,0.98631,0.99458,0.90633,0.99315,0.9796,0.99447,0.78326,0.45331,0.9819,0.28298,0.83758,0.000397,0.000397,0.000397
487,13009.2,0.44897,0.93098,0.32686,0.89582,0.99016,0.98656,0.99456,0.90642,0.99254,0.9798,0.99445,0.78293,0.45268,0.98165,0.28357,0.83728,0.0003772,0.0003772,0.0003772
488,13036.1,0.46692,0.97226,0.34281,0.92389,0.99018,0.98642,0.99456,0.90664,0.99314,0.97972,0.99446,0.78307,0.45275,0.98205,0.2835,0.83736,0.0003574,0.0003574,0.0003574
489,13062.8,0.44661,0.93141,0.32082,0.8934,0.99014,0.9864,0.99458,0.90666,0.99314,0.97976,0.99447,0.78227,0.45309,0.98219,0.28314,0.83737,0.0003376,0.0003376,0.0003376
490,13089.2,0.44827,0.93329,0.32235,0.88795,0.99015,0.98656,0.99458,0.90612,0.99282,0.97991,0.99447,0.78275,0.45287,0.98259,0.28419,0.83733,0.0003178,0.0003178,0.0003178
491,13115,0.35388,0.80302,0.27631,0.8432,0.99017,0.9864,0.99458,0.9067,0.99342,0.9799,0.99445,0.78283,0.45293,0.98272,0.28451,0.83729,0.000298,0.000298,0.000298
492,13140.4,0.35536,0.81662,0.26446,0.84268,0.99016,0.98629,0.99461,0.90625,0.99308,0.98,0.99448,0.78233,0.45286,0.9834,0.28465,0.83726,0.0002782,0.0002782,0.0002782
493,13165.8,0.36957,0.8134,0.26487,0.85748,0.99024,0.98609,0.9946,0.90563,0.99332,0.97996,0.99446,0.78289,0.45292,0.98392,0.28468,0.83719,0.0002584,0.0002584,0.0002584
494,13191.2,0.34002,0.79313,0.2517,0.84148,0.99022,0.98612,0.99457,0.90642,0.99274,0.98004,0.99445,0.7824,0.45262,0.9844,0.2853,0.83721,0.0002386,0.0002386,0.0002386
495,13216.6,0.34321,0.83534,0.2563,0.8575,0.99022,0.9862,0.99457,0.90608,0.99275,0.98012,0.99443,0.7819,0.45307,0.98527,0.28515,0.83736,0.0002188,0.0002188,0.0002188
496,13242,0.32746,0.77236,0.24473,0.83362,0.99009,0.98665,0.99457,0.90656,0.99312,0.98016,0.99443,0.78207,0.45293,0.986,0.28518,0.8374,0.000199,0.000199,0.000199
497,13267.4,0.33216,0.78366,0.25902,0.84312,0.99009,0.98657,0.99458,0.90712,0.99349,0.98017,0.99444,0.78131,0.45314,0.9867,0.28469,0.83743,0.0001792,0.0001792,0.0001792
498,13292.8,0.33605,0.76813,0.26179,0.83809,0.99009,0.98655,0.9946,0.90659,0.99347,0.98022,0.99443,0.78153,0.45289,0.98716,0.28523,0.83734,0.0001594,0.0001594,0.0001594
499,13318.2,0.3308,0.76614,0.24967,0.83837,0.99012,0.98647,0.99461,0.90671,0.99363,0.98019,0.99444,0.78174,0.45282,0.98773,0.2859,0.83723,0.0001396,0.0001396,0.0001396
500,13343.7,0.34417,0.78305,0.25713,0.84185,0.9936,0.98206,0.99458,0.90709,0.99368,0.9796,0.99437,0.78141,0.45292,0.9888,0.28596,0.8373,0.0001198,0.0001198,0.0001198
